humidity_1year,humidity_3days,humidity_2days,humidity_1days,pressure_1year,pressure_3days,pressure_2days,pressure_1days,temperature_1year,temperature_3days,temperature_2days,temperature_1days,converted_1year,converted_3days,converted_2days,converted_1days,wind_direction_1year,wind_direction_3days,wind_direction_2days,wind_direction_1days,wind_speed_1year,wind_speed_3days,wind_speed_2days,wind_speed_1days,humidity.csv_today,pressure.csv_today,temperature.csv_today,converted.csv_today,wind_direction.csv_today,wind_speed.csv_today
50.95,77.125,81.5,68.95833333333333,1012.0,987.7916666666665,1000.875,1010.2083333333335,290.89238888508334,288.45120833333334,287.95,291.4841937500001,2.1666666666666665,2.9166666666666665,3.0,2.833333333333333,268.125,232.875,168.58333333333334,246.41666666666663,4.833333333333333,1.0833333333333333,1.5833333333333333,2.1666666666666665,64.29166666666667,1004.0416666666665,294.02539027779164,2.9166666666666665,274.4166666666667,2.5
68.54166666666667,81.5,68.95833333333333,64.29166666666667,1015.5416666666665,1000.875,1010.2083333333335,1004.0416666666665,290.065625,287.95,291.4841937500001,294.02539027779164,2.2916666666666665,3.0,2.833333333333333,2.9166666666666665,118.91666666666669,168.58333333333334,246.41666666666663,274.4166666666667,2.4166666666666665,1.5833333333333333,2.1666666666666665,2.5,59.625,1015.6666666666665,293.61788541666664,2.4166666666666665,240.70833333333331,1.6666666666666667
94.54545454545456,68.95833333333333,64.29166666666667,59.625,1016.7727272727273,1010.2083333333335,1004.0416666666665,1015.6666666666665,291.9870833333334,291.4841937500001,294.02539027779164,293.61788541666664,2.75,2.833333333333333,2.9166666666666665,2.4166666666666665,71.95833333333333,246.41666666666663,274.4166666666667,240.70833333333331,1.875,2.1666666666666665,2.5,1.6666666666666667,61.08333333333334,1008.1666666666665,294.5854166666666,2.625,198.04166666666663,2.375
93.04166666666669,64.29166666666667,59.625,61.08333333333334,1019.25,1004.0416666666665,1015.6666666666665,1008.1666666666665,294.04354166666667,294.02539027779164,293.61788541666664,294.5854166666666,2.458333333333333,2.9166666666666665,2.4166666666666665,2.625,49.58333333333334,274.4166666666667,240.70833333333331,198.04166666666663,1.375,2.5,1.6666666666666667,2.375,81.33333333333333,997.625,293.3531250000001,2.625,86.5,2.6666666666666665
71.0,59.625,61.08333333333334,81.33333333333333,1016.8695652173913,1015.6666666666665,1008.1666666666665,997.625,292.95375,293.61788541666664,294.5854166666666,293.3531250000001,2.4166666666666665,2.4166666666666665,2.625,2.625,186.5,240.70833333333331,198.04166666666663,86.5,1.6666666666666667,1.6666666666666667,2.375,2.6666666666666665,92.25,982.0833333333335,292.32916666666665,2.625,100.375,1.6666666666666667
66.45833333333333,61.08333333333334,81.33333333333333,92.25,1011.125,1008.1666666666665,997.625,982.0833333333335,292.02666666666664,294.5854166666666,293.3531250000001,292.32916666666665,2.2916666666666665,2.625,2.625,2.625,209.16666666666663,198.04166666666663,86.5,100.375,4.541666666666667,2.375,2.6666666666666665,1.6666666666666667,92.45833333333331,996.4583333333335,293.7685972222083,2.7916666666666665,149.125,3.083333333333333
62.78260869565217,81.33333333333333,92.25,92.45833333333331,1017.0,997.625,982.0833333333335,996.4583333333335,283.64708333333334,293.3531250000001,292.32916666666665,293.7685972222083,2.833333333333333,2.625,2.625,2.7916666666666665,234.875,86.5,100.375,149.125,2.9166666666666665,2.6666666666666665,1.6666666666666667,3.083333333333333,79.875,1012.3333333333335,287.66685625,2.375,200.95833333333331,3.0416666666666665
72.3,92.25,92.45833333333331,79.875,1021.65,982.0833333333335,996.4583333333335,1012.3333333333335,282.44645833333334,292.32916666666665,293.7685972222083,287.66685625,2.75,2.625,2.7916666666666665,2.375,257.875,100.375,149.125,200.95833333333331,2.875,1.6666666666666667,3.083333333333333,3.0416666666666665,68.54166666666667,993.0,285.6725,2.25,43.16666666666666,3.083333333333333
74.66666666666667,92.45833333333331,79.875,68.54166666666667,1022.2,996.4583333333335,1012.3333333333335,993.0,284.89395833333333,293.7685972222083,287.66685625,285.6725,2.4166666666666665,2.7916666666666665,2.375,2.25,73.20833333333333,149.125,200.95833333333331,43.16666666666666,3.2916666666666665,3.083333333333333,3.0416666666666665,3.083333333333333,79.41666666666667,988.75,286.3691666666667,2.083333333333333,50.5,3.4166666666666665
85.04166666666667,79.875,68.54166666666667,79.41666666666667,1013.375,1012.3333333333335,993.0,988.75,287.95729166666666,287.66685625,285.6725,286.3691666666667,2.6666666666666665,2.375,2.25,2.083333333333333,98.625,200.95833333333331,43.16666666666666,50.5,4.541666666666667,3.0416666666666665,3.083333333333333,3.4166666666666665,81.125,994.625,289.77458333333334,2.7916666666666665,65.25,4.0
