humidity_1year,humidity_3days,humidity_2days,humidity_1days,pressure_1year,pressure_3days,pressure_2days,pressure_1days,temperature_1year,temperature_3days,temperature_2days,temperature_1days,converted_1year,converted_3days,converted_2days,converted_1days,wind_direction_1year,wind_direction_3days,wind_direction_2days,wind_direction_1days,wind_speed_1year,wind_speed_3days,wind_speed_2days,wind_speed_1days,humidity.csv_today,pressure.csv_today,temperature.csv_today,converted.csv_today,wind_direction.csv_today,wind_speed.csv_today
39.5,68.875,69.66666666666667,81.75,1005.0,1022.3333333333335,1019.1666666666665,1019.1666666666665,286.9379309810417,287.7589375,288.06879861108337,288.663045138875,2.875,2.458333333333333,2.375,2.625,260.5833333333333,165.20833333333334,189.91666666666663,189.83333333333331,1.6666666666666667,1.9583333333333333,1.2083333333333333,2.25,72.875,1014.9583333333335,291.4843916666667,3.0,242.875,4.291666666666667
88.4,69.66666666666667,81.75,72.875,1013.0,1019.1666666666665,1019.1666666666665,1014.9583333333335,287.3745833333333,288.06879861108337,288.663045138875,291.4843916666667,2.75,2.375,2.625,3.0,227.58333333333331,189.91666666666663,189.83333333333331,242.875,1.3333333333333333,1.2083333333333333,2.25,4.291666666666667,61.41666666666666,1016.9166666666665,288.7620381944584,2.6666666666666665,252.16666666666663,1.5416666666666667
94.75,81.75,72.875,61.41666666666666,1017.8461538461537,1019.1666666666665,1014.9583333333335,1016.9166666666665,286.86083333333335,288.663045138875,291.4843916666667,288.7620381944584,2.6666666666666665,2.625,3.0,2.6666666666666665,101.58333333333331,189.83333333333331,242.875,252.16666666666663,1.0,2.25,4.291666666666667,1.5416666666666667,70.54166666666667,1017.0,288.08145833333333,2.0416666666666665,131.04166666666666,1.5416666666666667
88.0,72.875,61.41666666666666,70.54166666666667,1019.1818181818179,1014.9583333333335,1016.9166666666665,1017.0,287.53520833333334,291.4843916666667,288.7620381944584,288.08145833333333,2.6666666666666665,3.0,2.6666666666666665,2.0416666666666665,66.33333333333333,242.875,252.16666666666663,131.04166666666666,1.7083333333333333,4.291666666666667,1.5416666666666667,1.5416666666666667,60.66666666666666,1020.4166666666665,286.3008541666666,2.4166666666666665,35.291666666666664,2.4166666666666665
93.11111111111113,61.41666666666666,70.54166666666667,60.66666666666666,1013.75,1016.9166666666665,1017.0,1020.4166666666665,288.958125,288.7620381944584,288.08145833333333,286.3008541666666,2.833333333333333,2.6666666666666665,2.0416666666666665,2.4166666666666665,211.33333333333331,252.16666666666663,131.04166666666666,35.291666666666664,2.0416666666666665,1.5416666666666667,1.5416666666666667,2.4166666666666665,63.0,1020.75,284.0779166666666,2.25,61.45833333333334,5.25
75.76923076923076,70.54166666666667,60.66666666666666,63.0,1007.7272727272727,1017.0,1020.4166666666665,1020.75,286.1979166666667,288.08145833333333,286.3008541666666,284.0779166666666,2.708333333333333,2.0416666666666665,2.4166666666666665,2.25,254.33333333333331,131.04166666666666,35.291666666666664,61.45833333333334,2.875,1.5416666666666667,2.4166666666666665,5.25,84.79166666666667,1009.0416666666665,289.4909166666667,2.4166666666666665,174.33333333333337,5.916666666666668
74.5,60.66666666666666,63.0,84.79166666666667,1014.5,1020.4166666666665,1020.75,1009.0416666666665,281.2475,286.3008541666666,284.0779166666666,289.4909166666667,2.833333333333333,2.4166666666666665,2.25,2.4166666666666665,259.9583333333333,35.291666666666664,61.45833333333334,174.33333333333337,1.2916666666666667,2.4166666666666665,5.25,5.916666666666668,75.66666666666667,1023.6666666666665,283.88206180558336,2.833333333333333,256.5416666666667,4.625
73.85714285714286,63.0,84.79166666666667,75.66666666666667,1020.6666666666665,1020.75,1009.0416666666665,1023.6666666666665,280.24791666666664,284.0779166666666,289.4909166666667,283.88206180558336,2.6666666666666665,2.25,2.4166666666666665,2.833333333333333,253.70833333333331,61.45833333333334,174.33333333333337,256.5416666666667,1.0,5.25,5.916666666666668,4.625,67.95833333333333,1029.1666666666667,282.6225,2.458333333333333,180.79166666666663,1.6666666666666667
59.33333333333334,84.79166666666667,75.66666666666667,67.95833333333333,1019.0,1009.0416666666665,1023.6666666666665,1029.1666666666667,281.75895833333334,289.4909166666667,283.88206180558336,282.6225,2.9166666666666665,2.4166666666666665,2.833333333333333,2.458333333333333,151.04166666666666,174.33333333333337,256.5416666666667,180.79166666666663,0.6666666666666666,5.916666666666668,4.625,1.6666666666666667,71.375,1025.6666666666667,284.0507083333334,2.25,222.91666666666663,1.875
73.88235294117645,75.66666666666667,67.95833333333333,71.375,1011.5416666666665,1023.6666666666665,1029.1666666666667,1025.6666666666667,284.753125,283.88206180558336,282.6225,284.0507083333334,2.708333333333333,2.833333333333333,2.458333333333333,2.25,178.45833333333337,256.5416666666667,180.79166666666663,222.91666666666663,4.333333333333333,4.625,1.6666666666666667,1.875,80.08333333333333,1022.5416666666665,285.1175,2.5,151.29166666666666,1.2916666666666667
